"CustomerID","NameStyle","Title","FirstName","MiddleName","LastName","Suffix","CompanyName","SalesPerson","EmailAddress","Phone","PasswordHash","PasswordSalt","rowguid","ModifiedDate"
"142","0","Mr.","Jon","","Grande","","Riding Cycles","adventure-works\jae0","jon1@adventure-works.com","1 (11) 500 555-0114","26rwIeR9oyfo+P6lodeASP/MAC2/tdKFbmFVC5uBRmA=","83inWt0=","B821D13F-E9DB-4A3B-87D0-7E867A161575","2007-09-01 00:00:00"
"145","0","Mr.","Ted","","Bremer","","Raw Materials Inc","adventure-works\pamela0","ted0@adventure-works.com","962-555-0166","mBQHYK00pq9+tDgH7TR6fPrrYQ2drX7/VuuHgkUSOiQ=","MxiyX14=","FEC5609D-042B-4480-B1BA-55F2D4107327","2005-08-01 00:00:00"
"146","0","Mr.","Richard","","Bready","","Latest Sports Equipment","adventure-works\david8","richard1@adventure-works.com","340-555-0131","kOabrc0OqOISR4N3D3FZkOh3yAKQCF/ozSx7G00Kpt0=","jpRF8lY=","5475E9DD-98CA-4989-B7A2-3FC929BEEA12","2005-07-01 00:00:00"
"147","0","Ms.","Alice","","Clark","","Local Hardware Factory","adventure-works\jillian0","alice1@adventure-works.com","221-555-0141","ZZhnNULC5d/7tZv0hUtCl4jKwgyZql8aSrIzlTaTvg0=","hGHOthw=","03836A0B-7AD8-4115-8D23-6EFA0D8DEEA1","2006-09-01 00:00:00"
"148","0","Mr.","Alan","","Brewer","","Lots of Bikes Storehouse","adventure-works\jillian0","alan1@adventure-works.com","494-555-0134","t9ecYoVIOcEiyXvl+noHoCymcRlJij1fzZzXfKeZ/R0=","6ZoXk8E=","79355855-A002-4393-BB6E-36F90913FA4D","2005-11-01 00:00:00"
"149","0","Mr.","Cornelius","L.","Brandon","","Initial Bike Company","adventure-works\shu0","cornelius0@adventure-works.com","229-555-0114","fftjn+fbjvHFJ4bf7rTpLdlCHv61xF+y0ZPKKevQV98=","OzSaq2k=","BAA99D94-2FC2-4A1C-8B67-2C3210EB90C3","2006-09-01 00:00:00"
"150","0","Ms.","Jill","J.","Christie","","Fleet Bikes","adventure-works\linda3","jill1@adventure-works.com","927-555-0198","Vlb2fj7yW2d5JtfPLZvbicsQNEgLhh0b93Uw2pLEBuE=","2cMmc9Y=","285C5DD7-75D6-460D-97BA-AA86D86637C0","2006-08-01 00:00:00"
"151","0","Mr.","Walter","J.","Brian","IV","Futuristic Bikes","adventure-works\shu0","walter0@adventure-works.com","163-555-0155","NN11OHHxrOm6r8lPyhXuBk13QMD+8tph5PIdJ4t0JmY=","PiILPfc=","7F2891F7-DD88-470B-95AE-CC9A7D732B1F","2006-09-01 00:00:00"
"154","0","Mr.","Carlton","M.","Carlisle","","Camping and Sports Store","adventure-works\josé1","carlton0@adventure-works.com","193-555-0116","GJhY98QoDTRmv/6f6RcLwoj2v33jAZopR8AjLor/sqc=","fYgdeM0=","4F60F75E-B20A-4056-874C-B7F3BD33BF3F","2007-09-01 00:00:00"
"155","0","Mr.","Joseph","N.","Castellucio","","Corner Bicycle Supply","adventure-works\josé1","joseph1@adventure-works.com","180-555-0114","NLAR7H8spiCb/C0qY+3qkJm3VuoSOqDw7yspRc1CTTg=","Whn5BXY=","3B56CD66-5DDF-430C-AB41-3FF6A1836868","2005-09-01 00:00:00"
"156","0","Mr.","Lester","J.","Bowman","Sr.","Metal Processing Company","adventure-works\garrett1","lester0@adventure-works.com","844-555-0112","+CFHIbYlE+nsmSbCpJOTLZXChbtYA9JzdSnd1Qejk5g=","w7ec7iI=","CFFFAAFB-98DC-4392-84F9-FB3229F35265","2005-09-01 00:00:00"
"160","0","Ms.","Brigid","F.","Cavendish","","Vigorous Sports Store","adventure-works\jae0","brigid0@adventure-works.com","1 (11) 500 555-0178","20rlqqjWOPLBi7oYKBrHMzouHcYl6OknJcV+yc0zQKo=","QS6UTS4=","B42D510D-3AE4-4911-88CF-8D90D6BD0922","2006-09-01 00:00:00"
